date,location,location_code,representative_city,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,source,source_timezone,downloaded_at
2021-01-01,Germany,DEU,Berlin,52.5200,13.4050,1.0,2.1,-0.8,0.7,95,9.6,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-02,Germany,DEU,Berlin,52.5200,13.4050,0.5,2.6,-1.1,0.0,94,9.6,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-03,Germany,DEU,Berlin,52.5200,13.4050,0.1,0.8,-1.1,10.8,95,21.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-04,Germany,DEU,Berlin,52.5200,13.4050,0.5,1.2,-0.4,3.8,93,18.3,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-05,Germany,DEU,Berlin,52.5200,13.4050,1.2,2.6,0.2,0.5,94,18.1,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-06,Germany,DEU,Berlin,52.5200,13.4050,1.5,2.8,0.7,3.4,96,17.2,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-07,Germany,DEU,Berlin,52.5200,13.4050,0.8,1.7,0.4,1.2,92,18.5,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-08,Germany,DEU,Berlin,52.5200,13.4050,0.5,1.5,-1.5,0.3,93,11.3,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-09,Germany,DEU,Berlin,52.5200,13.4050,0.7,2.4,-0.8,0.2,96,10.6,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-10,Germany,DEU,Berlin,52.5200,13.4050,0.6,1.5,-0.6,0.0,93,15.8,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-11,Germany,DEU,Berlin,52.5200,13.4050,0.6,2.0,-0.7,1.1,78,24.8,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-12,Germany,DEU,Berlin,52.5200,13.4050,1.2,2.2,0.1,6.9,90,27.0,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-13,Germany,DEU,Berlin,52.5200,13.4050,1.0,3.0,-0.3,3.2,87,30.2,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-14,Germany,DEU,Berlin,52.5200,13.4050,0.9,2.6,-0.5,3.6,88,27.8,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-15,Germany,DEU,Berlin,52.5200,13.4050,-1.0,0.4,-3.3,0.4,83,20.0,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-16,Germany,DEU,Berlin,52.5200,13.4050,-2.1,-1.1,-3.7,0.2,75,18.5,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-17,Germany,DEU,Berlin,52.5200,13.4050,-2.2,-0.6,-4.8,0.0,81,10.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-18,Germany,DEU,Berlin,52.5200,13.4050,-1.6,1.4,-4.8,4.4,88,20.8,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-19,Germany,DEU,Berlin,52.5200,13.4050,2.3,4.7,1.2,9.0,94,20.8,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-20,Germany,DEU,Berlin,52.5200,13.4050,5.4,7.8,2.5,1.3,78,25.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-21,Germany,DEU,Berlin,52.5200,13.4050,8.1,12.4,4.5,0.2,60,29.5,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-22,Germany,DEU,Berlin,52.5200,13.4050,6.9,10.2,0.7,0.2,74,33.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-23,Germany,DEU,Berlin,52.5200,13.4050,1.3,2.3,-1.2,3.5,95,16.1,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-24,Germany,DEU,Berlin,52.5200,13.4050,0.3,1.4,-0.6,4.3,98,11.2,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-25,Germany,DEU,Berlin,52.5200,13.4050,0.7,2.4,-0.3,0.4,92,15.2,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-26,Germany,DEU,Berlin,52.5200,13.4050,-0.0,2.5,-2.5,0.1,88,18.1,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-27,Germany,DEU,Berlin,52.5200,13.4050,1.0,3.8,-0.8,0.0,87,15.3,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-28,Germany,DEU,Berlin,52.5200,13.4050,1.5,3.5,-3.0,1.1,84,19.3,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-29,Germany,DEU,Berlin,52.5200,13.4050,-2.4,-0.5,-5.1,1.0,83,14.6,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-30,Germany,DEU,Berlin,52.5200,13.4050,-1.2,1.3,-3.8,3.6,85,15.9,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-01-31,Germany,DEU,Berlin,52.5200,13.4050,-5.2,-0.7,-9.8,0.0,87,12.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-02-01,Germany,DEU,Berlin,52.5200,13.4050,-4.1,0.6,-11.6,0.0,66,18.5,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-02-02,Germany,DEU,Berlin,52.5200,13.4050,0.1,1.4,-1.5,2.0,90,13.7,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-02-03,Germany,DEU,Berlin,52.5200,13.4050,3.7,7.3,0.5,12.1,97,16.4,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
2021-02-04,Germany,DEU,Berlin,52.5200,13.4050,1.3,8.0,-0.1,2.8,91,24.0,Open-Meteo archive API,Europe/Berlin,2026-07-11T00:59:16.716907+00:00
