location_code,location,year,population,urban_population_ratio,gdp_per_capita,source,collected_at
CHL,Chile,2025,19859921,89.1772830019223,17994.5911957485,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2020,1411100000,63.5234230266258,10627.4637989619,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2021,1412360000,64.721076965332,12887.4357242941,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2022,1412175000,65.2176361083984,12970.6056414327,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2023,1410710000,65.5301448035523,12951.1782397043,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2024,1408975000,65.8946980998325,13293.1162269366,World Bank,2026-07-10T05:20:25.914609+00:00
CHN,China,2025,1406585000,66.3429910348272,13861.970224368,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2020,28915449,51.8357660823651,2179.72934832935,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2021,29639736,52.3183461956059,2455.98127641148,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2022,30395002,52.8492549676673,2333.37128301259,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2023,31165654,53.4075201638704,2591.9659048119,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2024,31934230,53.9733113940142,2727.8935220697,World Bank,2026-07-10T05:20:25.914609+00:00
CIV,Cote d'Ivoire,2025,32711547,54.5489501450761,3050.10202257321,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2020,26210558,54.2557949164174,1555.60370660749,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2021,26915758,54.5548664463635,1672.32657340872,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2022,27632771,54.8458745688318,1604.87726954895,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2023,28372687,55.1286878511388,1720.47510154506,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2024,29123744,55.4031748609078,1830.00833684727,World Bank,2026-07-10T05:20:25.914609+00:00
CMR,Cameroon,2025,29879337,55.6692041661323,1972.3815800786,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2020,95989998,43.2528602500115,486.425572682256,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2021,99148932,43.6290681792218,595.743074403567,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2022,102396968,44.003287663813,687.738587554685,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2023,105789731,44.3754734892194,660.21205238997,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2024,109276265,44.7455804408753,692.887665085098,World Bank,2026-07-10T05:20:25.914609+00:00
COD,"Congo, Dem. Rep.",2025,112832473,45.1135633042151,806.776000708534,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2020,5752791,63.5760904494257,1993.586671931,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2021,5892183,63.6179125824196,2516.16255145432,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2022,6035104,63.6422003342807,2620.83804267402,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2023,6182885,63.6626757615625,2477.97845544866,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2024,6332961,63.8866111699904,2482.2489948456,World Bank,2026-07-10T05:20:25.914609+00:00
COG,"Congo, Rep.",2025,6484437,64.1236534817412,2514.73393584747,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2020,50629997,77.6382533537045,5339.68711357943,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2021,51188173,77.8339570326128,6222.62164397614,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2022,51737944,78.0464633137335,6680.44506854481,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2023,52321152,78.275571579544,7012.49169137756,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2024,52886363,78.5210811866115,7951.08624019412,World Bank,2026-07-10T05:20:25.914609+00:00
COL,Colombia,2025,53425635,78.7827914751151,8561.62091854449,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2020,802163,32.0638072194881,1527.16991011916,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2021,818174,32.4124444313246,1587.72988658008,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2022,834188,32.7746035528748,1533.87755393614,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2023,850387,33.1502180946901,1723.89474946474,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2024,866628,33.5392215673301,1857.87060684189,World Bank,2026-07-10T05:20:25.914609+00:00
COM,Comoros,2025,882847,33.941547481361,2055.75921566281,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2020,514679,72.8838521558784,3539.22661248299,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2021,516649,74.1607930892827,3971.44409203423,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2022,519741,75.033738060849,4323.31362032709,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2023,522331,75.9064245753376,4794.90119772843,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2024,524877,76.7721471004354,5170.20531932535,World Bank,2026-07-10T05:20:25.914609+00:00
CPV,Cabo Verde,2025,527326,77.6300668010068,5796.47207860911,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2020,5034320,77.5211537281257,12475.6852076814,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2021,5059988,77.9868940200009,12962.2716075659,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2022,5081765,78.4405687613972,13971.7649991294,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2023,5105525,78.8819393641702,17140.771430122,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2024,5129910,79.3107672397967,18853.2828705886,World Bank,2026-07-10T05:20:25.914609+00:00
CRI,Costa Rica,2025,5152950,79.7268137993004,19970.0989059622,World Bank,2026-07-10T05:20:25.914609+00:00
CSS,Caribbean small states,2020,4459302,50.1148273041796,11961.4085449634,World Bank,2026-07-10T05:20:25.913489+00:00
CSS,Caribbean small states,2021,4479167,50.1235419064094,13996.4475071755,World Bank,2026-07-10T05:20:25.913489+00:00
CSS,Caribbean small states,2022,4497310,50.1314448681558,17449.5193422186,World Bank,2026-07-10T05:20:25.913489+00:00
CSS,Caribbean small states,2023,4519904,50.1020889305245,17609.6827071212,World Bank,2026-07-10T05:20:25.913489+00:00
CSS,Caribbean small states,2024,4539060,50.0999425738621,19923.5745910977,World Bank,2026-07-10T05:20:25.913489+00:00
CSS,Caribbean small states,2025,4556558,50.1011216203825,20880.0606776787,World Bank,2026-07-10T05:20:25.913489+00:00
CUB,Cuba,2020,11176354,77.1080322265625,9605.27914559614,World Bank,2026-07-10T05:20:25.914609+00:00
CUB,Cuba,2021,11122168,77.0987701416016,,World Bank,2026-07-10T05:20:25.914609+00:00
CUB,Cuba,2022,11059820,77.1056060791016,,World Bank,2026-07-10T05:20:25.914609+00:00
CUB,Cuba,2023,11019931,77.1259872296321,,World Bank,2026-07-10T05:20:25.914609+00:00
CUB,Cuba,2024,10979783,77.1664929228275,,World Bank,2026-07-10T05:20:25.914609+00:00
CUB,Cuba,2025,10937203,77.2270774821152,,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2020,155482,91.3820881678218,16299.8134688605,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2021,153948,91.391865832772,17795.5826483092,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2022,153321,91.4007684350799,20057.1404960105,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2023,154654,91.4080929292235,21217.8109173312,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2024,155967,91.4321812441765,22832.895498987,World Bank,2026-07-10T05:20:25.914609+00:00
CUW,Curacao,2025,156263,91.4727714986125,,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2020,68684,100,82338.7977439023,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2021,70108,100,86449.6749037302,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2022,71591,100,92937.8838323153,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2023,73038,100,100065.233841107,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2024,74457,100,104292.900672109,World Bank,2026-07-10T05:20:25.914609+00:00
CYM,Cayman Islands,2025,75844,100,,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2020,1302247,66.7180443478713,28130.330078125,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2021,1317309,66.6718365394971,32937.8359375,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2022,1331370,66.6694829407584,33231.05078125,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2023,1344976,66.6739477522639,36623.70703125,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2024,1358282,66.6824259192483,38674.3125,World Bank,2026-07-10T05:20:25.914609+00:00
CYP,Cyprus,2025,1370754,66.6950270703775,41783.08984375,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2020,10697858,72.7254901604208,23472.8915454417,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2021,10505772,72.6810594374316,27696.4619527544,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2022,10672118,72.6967638379524,28282.2236715857,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2023,10864042,72.7352388396817,31761.5944102491,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2024,10905028,72.7947984592185,31827.7552539413,World Bank,2026-07-10T05:20:25.914609+00:00
CZE,Czechia,2025,10886878,72.8754367116112,35917.2724081665,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2020,83160871,81.4700055002738,47394.8734504469,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2021,83196078,81.6325870653934,52349.2459994422,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2022,83177813,81.7867852780995,50506.5179638543,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2023,83287273,81.9034366692129,54776.7668235491,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2024,83516593,82.0211432579125,56103.7323182554,World Bank,2026-07-10T05:20:25.914609+00:00
DEU,Germany,2025,83491249,82.13822205362,60496.4350820414,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2020,1105188,71.9990170519895,2844.88810647853,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2021,1121248,72.2882954556515,3025.91126413549,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2022,1137096,72.6109938538856,3133.25779772463,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2023,1152944,72.8408245988921,3381.29779710722,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2024,1168722,72.9052635052978,3552.72335079222,World Bank,2026-07-10T05:20:25.914609+00:00
DJI,Djibouti,2025,1184076,72.9758660686475,3905.604954681,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2020,67573,71.846576780589,7827.74842680426,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2021,67202,72.2613620044042,8376.40414141113,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2022,66826,72.682648635692,9323.66089490562,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2023,66510,73.1105011438027,9912.96212766668,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2024,66205,73.5449839980866,10405.2787777582,World Bank,2026-07-10T05:20:25.914609+00:00
DMA,Dominica,2025,65871,73.9861616678942,10989.0431185083,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2020,5831404,88.2394485473632,60985.4885601514,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2021,5856733,88.2616449318149,69340.7334922138,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2022,5903037,88.3880239837703,67781.0940939514,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2023,5946952,88.552638542867,68043.5466971243,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2024,5976992,88.6960552688405,71026.4832271897,World Bank,2026-07-10T05:20:25.914609+00:00
DNK,Denmark,2025,6009169,88.8458435892689,76970.1535217919,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2020,11008300,73.2643793773663,7135.22273255899,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2021,11123476,72.9243347395035,8527.0754858205,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2022,11230734,72.4203155643711,10104.2464008585,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2023,11331265,72.3577991823338,10630.431743829,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2024,11427557,72.4121874752151,10875.6618443092,World Bank,2026-07-10T05:20:25.914609+00:00
DOM,Dominican Republic,2025,11520487,72.517694062591,11059.2081531834,World Bank,2026-07-10T05:20:25.914609+00:00
DZA,Algeria,2020,44042091,73.0541126293395,3743.5419522929,World Bank,2026-07-10T05:20:25.913489+00:00
DZA,Algeria,2021,44761099,73.6199218261573,4160.55926736925,World Bank,2026-07-10T05:20:25.913489+00:00
DZA,Algeria,2022,45477389,74.1795862354514,4960.30334332888,World Bank,2026-07-10T05:20:25.913489+00:00
DZA,Algeria,2023,46164219,74.732808364138,5370.477235078,World Bank,2026-07-10T05:20:25.913489+00:00
DZA,Algeria,2024,46814308,75.2792907190618,5752.99076651465,World Bank,2026-07-10T05:20:25.913489+00:00
DZA,Algeria,2025,47435312,75.8187358069877,6051.00322704182,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2020,2121866294,59.3705245555409,8391.23898302179,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2021,2128553744,60.3526131684329,9974.57917918464,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2022,2133560408,60.8593968560328,10107.0569545516,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2023,2137527754,61.2276463501262,10126.4304121407,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2024,2141122258,61.6125537930801,10391.1526101394,World Bank,2026-07-10T05:20:25.913489+00:00
EAP,East Asia & Pacific (excluding high income),2025,2143908411,62.0532518845953,10843.4363994141,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2020,3396051187,46.0812452315672,3185.49787368673,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2021,3432026092,46.3752600779412,3697.4103832017,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2022,3470644834,46.6969243405166,4017.48956260692,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2023,3511607650,47.0167430983708,4212.16924807645,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2024,3552306404,47.3447903059446,4405.28492630999,World Bank,2026-07-10T05:20:25.913489+00:00
EAR,Early-demographic dividend,2025,3592750579,47.668162672247,4566.42669968306,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2020,2369420882,62.3741418144863,11697.5156784805,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2021,2375117716,63.2351929830371,13416.9773441612,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2022,2379617118,63.6828244393002,13219.5863562213,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2023,2384441485,64.0244370902805,13251.5119797804,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2024,2388319468,64.3743990279048,13482.4788785045,World Bank,2026-07-10T05:20:25.913489+00:00
EAS,East Asia & Pacific,2025,2390873921,64.7709883214594,14077.2712026283,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2020,250351240,67.9547177892126,5734.46191312695,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2021,251867727,68.150425455559,6632.57221034255,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2022,250514347,68.1628939259503,7264.37321853889,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2023,248718948,68.1622524490527,8609.12296290637,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2024,250394482,68.2699431236416,9801.70054676084,World Bank,2026-07-10T05:20:25.913489+00:00
ECA,Europe & Central Asia (excluding high income),2025,253280471,68.3267539699245,11117.61379372,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2020,923660463,73.4955944360825,24187.2451763556,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2021,924375980,73.6225305947295,27700.9996673888,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2022,924267385,73.729597001213,27968.286148204,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2023,924805070,73.843585823465,30015.7640895399,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2024,928566925,73.9693471857728,31630.8552937604,World Bank,2026-07-10T05:20:25.913489+00:00
ECS,Europe & Central Asia,2025,932525035,74.0723400318719,34603.480892464,World Bank,2026-07-10T05:20:25.913489+00:00
ECU,Ecuador,2020,17546065,63.0773897782521,5463.64515348598,World Bank,2026-07-10T05:20:25.914609+00:00
ECU,Ecuador,2021,17682454,63.0871268249117,6061.32350181711,World Bank,2026-07-10T05:20:25.914609+00:00
ECU,Ecuador,2022,17823897,63.0901835932266,6515.58528418336,World Bank,2026-07-10T05:20:25.914609+00:00
ECU,Ecuador,2023,17980083,63.1307729554263,6718.1447938811,World Bank,2026-07-10T05:20:25.914609+00:00
ECU,Ecuador,2024,18135478,63.2376932397602,6826.5294137822,World Bank,2026-07-10T05:20:25.914609+00:00
ECU,Ecuador,2025,18289896,63.3918189058262,7125.27618527738,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2020,109315124,42.5181534630674,3511.11381026379,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2021,110957008,42.5686062621468,3827.35415374308,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2022,112618250,42.6325129008032,4233.30783744856,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2023,114535772,42.7098115041919,3456.78965212363,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2024,116538258,42.8004363938404,3338.47371043679,World Bank,2026-07-10T05:20:25.914609+00:00
EGY,"Egypt, Arab Rep.",2025,118365995,42.9043204925248,3085.80712036204,World Bank,2026-07-10T05:20:25.914609+00:00
EMU,Euro area,2020,353536838,76.856499971289,37727.4543067337,World Bank,2026-07-10T05:20:25.913489+00:00
EMU,Euro area,2021,353715415,76.96550965754,42432.2915720012,World Bank,2026-07-10T05:20:25.913489+00:00
EMU,Euro area,2022,354666175,77.0874793664882,41105.3462099324,World Bank,2026-07-10T05:20:25.913489+00:00
EMU,Euro area,2023,356209318,77.211826995621,44797.6445281418,World Bank,2026-07-10T05:20:25.913489+00:00
EMU,Euro area,2024,357603357,77.3400724518483,46424.2413084574,World Bank,2026-07-10T05:20:25.913489+00:00
EMU,Euro area,2025,358664361,77.4751873230132,50214.0783015991,World Bank,2026-07-10T05:20:25.913489+00:00
ERI,Eritrea,2020,3291271,35.116138458252,,World Bank,2026-07-10T05:20:25.914609+00:00
ERI,Eritrea,2021,3350183,34.9871139526367,,World Bank,2026-07-10T05:20:25.914609+00:00
ERI,Eritrea,2022,3409447,34.8469276428223,,World Bank,2026-07-10T05:20:25.914609+00:00
ERI,Eritrea,2023,3470390,34.696403503418,,World Bank,2026-07-10T05:20:25.914609+00:00
ERI,Eritrea,2024,3535603,34.5365524291992,,World Bank,2026-07-10T05:20:25.914609+00:00
ERI,Eritrea,2025,3607003,34.5404504255216,,World Bank,2026-07-10T05:20:25.914609+00:00
ESP,Spain,2020,47359424,79.6955674617799,27233.9426461608,World Bank,2026-07-10T05:20:25.915715+00:00
ESP,Spain,2021,47443821,79.7846242983598,30799.4775937775,World Bank,2026-07-10T05:20:25.915715+00:00
ESP,Spain,2022,47786102,79.9548794567814,30319.4987196616,World Bank,2026-07-10T05:20:25.915715+00:00
ESP,Spain,2023,48352528,80.128491001856,33493.2225409111,World Bank,2026-07-10T05:20:25.915715+00:00
ESP,Spain,2024,48848840,80.315199821207,35326.7683069278,World Bank,2026-07-10T05:20:25.915715+00:00
ESP,Spain,2025,49355143,80.5149251039138,38627.2472148623,World Bank,2026-07-10T05:20:25.915715+00:00
EST,Estonia,2020,1329522,69.8815778947665,23933.9939421065,World Bank,2026-07-10T05:20:25.914609+00:00
EST,Estonia,2021,1330932,70.1777274135822,27951.1659277744,World Bank,2026-07-10T05:20:25.914609+00:00
EST,Estonia,2022,1348840,70.4892333736738,28340.3826549406,World Bank,2026-07-10T05:20:25.914609+00:00
EST,Estonia,2023,1370286,70.6770085523126,30264.0064885057,World Bank,2026-07-10T05:20:25.914609+00:00
EST,Estonia,2024,1372341,70.6981161541961,31428.3547816104,World Bank,2026-07-10T05:20:25.914609+00:00
EST,Estonia,2025,1366475,70.7208526598129,34417.6320815138,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2020,118917671,21.6260051727295,829.790982552951,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2021,122138588,22.1067085266113,893.009835441784,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2022,125384287,22.7367687225342,982.103161502198,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2023,128691692,23.0586471557617,1055.81091593061,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2024,132059767,23.6222839355469,1133.88279681256,World Bank,2026-07-10T05:20:25.914609+00:00
ETH,Ethiopia,2025,135472051,24.1096952088946,932.729352775179,World Bank,2026-07-10T05:20:25.914609+00:00
EUU,European Union,2020,446870959,74.5499802167242,34694.7105012203,World Bank,2026-07-10T05:20:25.913489+00:00
EUU,European Union,2021,446228281,74.6469430900615,39206.9663368683,World Bank,2026-07-10T05:20:25.913489+00:00
EUU,European Union,2022,447203596,74.7659682006806,38066.8240398192,World Bank,2026-07-10T05:20:25.913489+00:00
EUU,European Union,2023,448897545,74.8943502719612,41566.8992410802,World Bank,2026-07-10T05:20:25.913489+00:00
EUU,European Union,2024,450228188,75.0300099964199,43313.7668203916,World Bank,2026-07-10T05:20:25.913489+00:00
EUU,European Union,2025,451127411,75.1738610583145,47089.1638419269,World Bank,2026-07-10T05:20:25.913489+00:00
FIN,Finland,2020,5529543,73.0849439791673,48828.6846862799,World Bank,2026-07-10T05:20:25.914609+00:00
FIN,Finland,2021,5541017,73.3710215780329,53099.1351400148,World Bank,2026-07-10T05:20:25.914609+00:00
FIN,Finland,2022,5556106,73.6967597835949,50440.560224974,World Bank,2026-07-10T05:20:25.914609+00:00
FIN,Finland,2023,5583911,74.0062548602828,52864.6931581216,World Bank,2026-07-10T05:20:25.914609+00:00
FIN,Finland,2024,5619911,74.2637190463636,53155.5451165897,World Bank,2026-07-10T05:20:25.914609+00:00
FIN,Finland,2025,5646436,74.5247844319848,56148.580949046,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2020,914963,57.186684691874,4620.6457238014,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2021,916711,57.6618364761928,4536.73312110335,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2022,919422,58.1352701465266,5414.12092119088,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2023,924145,58.6069049738768,5926.20586394763,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2024,928784,59.0766602292457,6425.74151715712,World Bank,2026-07-10T05:20:25.914609+00:00
FJI,Fiji,2025,933154,59.5444551836369,6642.00449450523,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2020,67601110,78.7119131765249,39169.8606000707,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2021,67842811,78.7364603392338,43725.0999521245,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2022,68184457,78.7591921123356,40988.6396406579,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2023,68372286,78.7804323126547,44700.1384177544,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2024,68551653,78.7999750964116,46103.0840855884,World Bank,2026-07-10T05:20:25.914609+00:00
FRA,France,2025,68720337,78.8449650563584,48985.7307807924,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2020,52561,38.6689987182617,62247.9273907098,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2021,53291,38.8083763122559,69421.6981686515,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2022,53903,38.9959824546757,67069.3987440509,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2023,54398,39.1975270123645,72486.6910957957,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2024,54640,39.4132325882965,74175.2776311377,World Bank,2026-07-10T05:20:25.914609+00:00
FRO,Faroe Islands,2025,54900,39.643321785446,,World Bank,2026-07-10T05:20:25.914609+00:00
FSM,"Micronesia, Fed. Sts.",2020,110916,22.3752060036598,3362.02802120524,World Bank,2026-07-10T05:20:25.915715+00:00
FSM,"Micronesia, Fed. Sts.",2021,111624,22.3928762855411,3508.22314197664,World Bank,2026-07-10T05:20:25.915715+00:00
FSM,"Micronesia, Fed. Sts.",2022,112114,22.4122701819053,3703.66680343222,World Bank,2026-07-10T05:20:25.915715+00:00
FSM,"Micronesia, Fed. Sts.",2023,112630,22.4334012451903,3933.01607031874,World Bank,2026-07-10T05:20:25.915715+00:00
FSM,"Micronesia, Fed. Sts.",2024,113160,22.4562830235421,4251.69052668788,World Bank,2026-07-10T05:20:25.915715+00:00
FSM,"Micronesia, Fed. Sts.",2025,113683,22.4809290622703,4414.00737137479,World Bank,2026-07-10T05:20:25.915715+00:00
GAB,Gabon,2020,2322539,90.3480750410147,6605.80346077904,World Bank,2026-07-10T05:20:25.914609+00:00
GAB,Gabon,2021,2376722,90.7881967286967,8181.40914134398,World Bank,2026-07-10T05:20:25.914609+00:00
GAB,Gabon,2022,2430747,91.2243355459988,8409.20741452279,World Bank,2026-07-10T05:20:25.914609+00:00
GAB,Gabon,2023,2484789,91.6375962797313,7802.82433276138,World Bank,2026-07-10T05:20:25.914609+00:00
