location_code,location,year,population,urban_population_ratio,gdp_per_capita,source,collected_at
GAB,Gabon,2024,2538952,91.8632094677575,8230.04311451151,World Bank,2026-07-10T05:20:25.914609+00:00
GAB,Gabon,2025,2593130,92.0876666682068,8263.03321595,World Bank,2026-07-10T05:20:25.914609+00:00
GBR,United Kingdom,2020,66740000,82.9000015258789,40815.1255364787,World Bank,2026-07-10T05:20:25.915715+00:00
GBR,United Kingdom,2021,66978000,82.9886431523641,47695.6491523474,World Bank,2026-07-10T05:20:25.915715+00:00
GBR,United Kingdom,2022,67636000,83.0753982997505,47034.7795621476,World Bank,2026-07-10T05:20:25.915715+00:00
GBR,United Kingdom,2023,68526000,83.1601932891335,49919.6896621586,World Bank,2026-07-10T05:20:25.915715+00:00
GBR,United Kingdom,2024,69281000,83.2429544416085,53341.3131094262,World Bank,2026-07-10T05:20:25.915715+00:00
GBR,United Kingdom,2025,69487000,83.323608078271,57601.9621201954,World Bank,2026-07-10T05:20:25.915715+00:00
GEO,Georgia,2020,3722716,58.9990552763878,4300.85701291207,World Bank,2026-07-10T05:20:25.914609+00:00
GEO,Georgia,2021,3708610,59.4293560618005,5083.60695484577,World Bank,2026-07-10T05:20:25.914609+00:00
GEO,Georgia,2022,3712502,60.0101622679115,6729.84659930283,World Bank,2026-07-10T05:20:25.914609+00:00
GEO,Georgia,2023,3715483,60.7523077799724,8283.66960652261,World Bank,2026-07-10T05:20:25.914609+00:00
GEO,Georgia,2024,3812518,61.0789605093733,8967.67525638987,World Bank,2026-07-10T05:20:25.914609+00:00
GEO,Georgia,2025,3935766,61.1781364090406,9691.53472415196,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2020,31887809,56.2171613974837,2195.45481659987,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2021,32518665,56.6952556826536,2445.18662529344,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2022,33149152,57.250609602871,2229.89122654479,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2023,33787914,57.8074737774654,2383.90410476221,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2024,34427414,58.3654868038581,2419.2518672482,World Bank,2026-07-10T05:20:25.914609+00:00
GHA,Ghana,2025,35064272,58.9246861473125,3257.1588903576,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2020,36173,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2021,36858,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2022,37609,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2023,38471,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2024,39329,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIB,Gibraltar,2025,40126,100,,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2020,13371183,36.4802208060551,1053.66097696415,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2021,13710513,36.8502178436256,1244.96550477914,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2022,14055137,37.2384967469106,1416.59612011764,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2023,14405468,37.6454083954705,1555.49375806861,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2024,14754785,38.0713036688655,1694.95375862185,World Bank,2026-07-10T05:20:25.914609+00:00
GIN,Guinea,2025,15099727,38.5165334466562,1877.2541220972,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2020,2515733,62.2069251698555,720.335143352133,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2021,2576010,62.7550706637859,781.890925169531,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2022,2636470,63.2869880996278,836.244875868476,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2023,2697845,63.8020182456108,883.024111978927,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2024,2759988,64.2994103409645,871.340287547821,World Bank,2026-07-10T05:20:25.914609+00:00
GMB,"Gambia, The",2025,2822093,64.9884861325581,919.060423427951,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2020,2013255,44.3038330078125,846.918134967613,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2021,2058841,44.7334136962891,926.54619187706,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2022,2105529,45.1627159118652,881.602654162231,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2023,2153339,45.5923843383789,964.431832665395,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2024,2201352,46.113204421822,998.376093392688,World Bank,2026-07-10T05:20:25.914609+00:00
GNB,Guinea-Bissau,2025,2249515,46.6510315281292,1123.76679992349,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2020,1716468,70.3853314193247,5764.05502912947,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2021,1758786,70.6431215020592,6945.63069794539,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2022,1803545,70.8910029445467,7589.29964909381,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2023,1847549,71.1290664883517,6788.35271638376,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2024,1892516,71.3574028749806,7003.58055684906,World Bank,2026-07-10T05:20:25.914609+00:00
GNQ,Equatorial Guinea,2025,1938431,71.5761028458697,6615.25245207167,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2020,10698599,78.3066842455552,17886.733165236,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2021,10570130,78.3884898647442,20652.89659591,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2022,10437805,78.5502190980809,20884.6773436263,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2023,10407351,78.7746303842088,23343.7103964562,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2024,10405134,78.9967856500534,24626.1481858973,World Bank,2026-07-10T05:20:25.914609+00:00
GRC,Greece,2025,10413962,79.2246082848537,26948.0070432791,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2020,116341,36.2050502515788,8968.55890108484,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2021,116688,36.2831603706908,9617.28902905373,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2022,116913,36.3688840183487,10469.3867012856,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2023,117081,36.462128238584,11414.4781691181,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2024,117207,36.5628000454229,11528.9220811928,World Bank,2026-07-10T05:20:25.914609+00:00
GRD,Grenada,2025,117303,36.6708064336827,12106.8790105068,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2020,56367,87.2840881978115,54812.6661771023,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2021,56653,87.5452017613678,58135.9939910203,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2022,56661,87.8049405256832,55635.0006491223,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2023,56865,88.0631147749908,58498.9707973609,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2024,56836,88.3195347935238,,World Bank,2026-07-10T05:20:25.914609+00:00
GRL,Greenland,2025,56831,88.5740108655152,,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2020,17357325,54.5483167911628,4477.61785000665,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2021,17598650,54.9047071553758,4912.62240414681,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2022,17847877,55.2581228215265,5356.92435887895,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2023,18124838,55.6082319565539,5754.42833909847,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2024,18406359,55.9547027274763,6150.89465281457,World Bank,2026-07-10T05:20:25.914609+00:00
GTM,Guatemala,2025,18687881,56.2972033013999,6598.18032988711,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2020,162158,94.0804991087801,36482.9363953675,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2021,163730,94.0884327694075,38074.8793745801,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2022,165180,94.1068261842046,41833.1517132825,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2023,166506,94.1349341638921,,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2024,167777,94.1726346571831,,World Bank,2026-07-10T05:20:25.914609+00:00
GUM,Guam,2025,168999,94.2197463433641,,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2020,807481,26.4340397353676,6775.70939096303,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2021,815482,26.443303961947,9860.87014834386,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2022,821637,26.4536735068183,17913.4928066879,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2023,826353,26.4651457279878,20473.7002190617,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2024,831087,26.477717988557,29675.2501582835,World Bank,2026-07-10T05:20:25.914609+00:00
GUY,Guyana,2025,835986,26.4913876548981,32413.7930757518,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2020,7481000,100,46109.2299946609,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2021,7413100,100,49770.5642374739,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2022,7346100,100,48825.0272275805,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2023,7536100,100,50525.1119312663,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2024,7524100,100,54274.7547767073,World Bank,2026-07-10T05:20:25.914609+00:00
HKG,"Hong Kong SAR, China",2025,7498900,100,56983.0663059906,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2020,10119640,56.8691654042685,2307.61494319511,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2021,10289877,57.3550236357547,2735.14751503977,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2022,10463872,57.8364689017254,3003.28996826399,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2023,10644851,58.3132392705102,3227.45762509776,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2024,10825703,58.7850728104829,3415.96027916712,World Bank,2026-07-10T05:20:25.914609+00:00
HND,Honduras,2025,11005850,59.2517075900659,3598.21450440452,World Bank,2026-07-10T05:20:25.914609+00:00
HPC,Heavily indebted poor countries (HIPC),2020,846861642,36.0239709463492,963.808519118256,World Bank,2026-07-10T05:20:25.913489+00:00
HPC,Heavily indebted poor countries (HIPC),2021,869987833,36.4661763671202,1062.58689269634,World Bank,2026-07-10T05:20:25.913489+00:00
HPC,Heavily indebted poor countries (HIPC),2022,892885172,36.9406309816039,1123.26894975331,World Bank,2026-07-10T05:20:25.913489+00:00
HPC,Heavily indebted poor countries (HIPC),2023,916223767,37.3827611102379,1157.85200500349,World Bank,2026-07-10T05:20:25.913489+00:00
HPC,Heavily indebted poor countries (HIPC),2024,940304348,37.8610562629747,1220.84577070029,World Bank,2026-07-10T05:20:25.913489+00:00
HPC,Heavily indebted poor countries (HIPC),2025,965148593,38.332449317985,1331.89997509038,World Bank,2026-07-10T05:20:25.913489+00:00
HRV,Croatia,2020,3914206,56.5284863367411,14807.5559227544,World Bank,2026-07-10T05:20:25.914609+00:00
HRV,Croatia,2021,3878981,56.7683502560171,17788.7601163765,World Bank,2026-07-10T05:20:25.914609+00:00
HRV,Croatia,2022,3855641,56.9977571733605,18465.531473659,World Bank,2026-07-10T05:20:25.914609+00:00
HRV,Croatia,2023,3859686,57.2431560672198,22183.4982258492,World Bank,2026-07-10T05:20:25.914609+00:00
HRV,Croatia,2024,3866200,57.5158981711443,24049.9441746337,World Bank,2026-07-10T05:20:25.914609+00:00
HRV,Croatia,2025,3876200,57.8144543604143,27103.9116109268,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2020,11243848,52.6307476732151,1290.32538667383,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2021,11374586,53.2460637918026,1824.6798742577,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2022,11503606,53.8524949966907,1748.40890116803,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2023,11637398,54.4496819335618,1681.84407667059,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2024,11772557,55.0372652481002,2060.35591768638,World Bank,2026-07-10T05:20:25.914609+00:00
HTI,Haiti,2025,11906095,55.6148855859942,2694.18969101404,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2020,9670419,70.2917327880859,16386.9308821258,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2021,9630932,70.2059275331413,19030.628130329,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2022,9605074,70.1585064243445,18428.028825614,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2023,9592186,70.2923026891431,22208.6509820466,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2024,9562065,70.491825943218,23305.4482514359,World Bank,2026-07-10T05:20:25.914609+00:00
HUN,Hungary,2025,9514251,70.6936831786278,25907.4743259406,World Bank,2026-07-10T05:20:25.914609+00:00
IBD,IBRD only,2020,4878296727,56.8651715048446,6189.46595997499,World Bank,2026-07-10T05:20:25.913489+00:00
IBD,IBRD only,2021,4905212516,57.4187341409059,7312.40590533832,World Bank,2026-07-10T05:20:25.913489+00:00
IBD,IBRD only,2022,4928196300,57.7552337954716,7679.78639337735,World Bank,2026-07-10T05:20:25.913489+00:00
IBD,IBRD only,2023,4952209753,58.0307469598053,7892.13359236419,World Bank,2026-07-10T05:20:25.913489+00:00
IBD,IBRD only,2024,4979670326,58.3264723309511,8186.57476056638,World Bank,2026-07-10T05:20:25.913489+00:00
IBD,IBRD only,2025,5006926951,58.6463509114596,8599.35834895508,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2020,6665588686,52.0454778410909,4923.39708871472,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2021,6731708832,52.5081681188004,5754.17990139813,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2022,6793703268,52.8163796983223,6024.32591287554,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2023,6857438587,53.0823484348401,6126.38809068241,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2024,6925362193,53.3694237912271,6304.3969997243,World Bank,2026-07-10T05:20:25.913489+00:00
IBT,IDA & IBRD total,2025,6993790788,53.6757479244859,6613.2094697403,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2020,1787291959,38.8904386172881,1467.74475406134,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2021,1826496316,39.3204218850565,1569.43031809587,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2022,1865506968,39.7691797117658,1651.01916315494,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2023,1905228834,40.2201100518451,1536.73358897841,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2024,1945691867,40.6826937203111,1487.2803211344,World Bank,2026-07-10T05:20:25.913489+00:00
IDA,IDA total,2025,1986863837,41.1497531407779,1608.08422318374,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2020,626440308,46.5685904859548,2014.81189013082,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2021,639196319,47.0949322895637,2148.31628647273,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2022,651895919,47.6330129185198,2241.22931753571,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2023,664395892,48.1773673159897,1922.68195677238,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2024,676957651,48.6958359099619,1658.96290902751,World Bank,2026-07-10T05:20:25.913489+00:00
IDB,IDA blend,2025,689783382,49.2173940770698,1841.20446420685,World Bank,2026-07-10T05:20:25.913489+00:00
IDN,Indonesia,2020,274814866,56.2785287648768,3853.70288774146,World Bank,2026-07-10T05:20:25.914609+00:00
IDN,Indonesia,2021,276758053,56.8761702464027,4287.17313995098,World Bank,2026-07-10T05:20:25.914609+00:00
IDN,Indonesia,2022,278830529,57.4934704226599,4730.83484836107,World Bank,2026-07-10T05:20:25.914609+00:00
IDN,Indonesia,2023,281190067,58.1179353397878,4876.2992959843,World Bank,2026-07-10T05:20:25.914609+00:00
IDN,Indonesia,2024,283487931,58.7509635387997,4925.43644992666,World Bank,2026-07-10T05:20:25.914609+00:00
IDN,Indonesia,2025,285721236,59.3929063969984,5059.62596411213,World Bank,2026-07-10T05:20:25.914609+00:00
IDX,IDA only,2020,1160851651,34.7470118346024,1172.52623503626,World Bank,2026-07-10T05:20:25.913489+00:00
IDX,IDA only,2021,1187299997,35.1349266899544,1257.78054041357,World Bank,2026-07-10T05:20:25.913489+00:00
IDX,IDA only,2022,1213611049,35.5450909648779,1333.98547158611,World Bank,2026-07-10T05:20:25.913489+00:00
IDX,IDA only,2023,1240832942,35.9594486372929,1330.08005697828,World Bank,2026-07-10T05:20:25.913489+00:00
IDX,IDA only,2024,1268734216,36.4071269030645,1395.67575971244,World Bank,2026-07-10T05:20:25.913489+00:00
IDX,IDA only,2025,1297080455,36.8594065949293,1484.11159862857,World Bank,2026-07-10T05:20:25.913489+00:00
IMN,Isle of Man,2020,84064,52.1909519786866,79513.5330346598,World Bank,2026-07-10T05:20:25.914609+00:00
IMN,Isle of Man,2021,84106,52.1999559660634,94299.969348965,World Bank,2026-07-10T05:20:25.914609+00:00
IMN,Isle of Man,2022,84132,52.1955609162662,88328.548125887,World Bank,2026-07-10T05:20:25.914609+00:00
IMN,Isle of Man,2023,84165,52.1832571730182,90015.2074234398,World Bank,2026-07-10T05:20:25.914609+00:00
IMN,Isle of Man,2024,84160,52.1633405796294,,World Bank,2026-07-10T05:20:25.914609+00:00
IMN,Isle of Man,2025,84118,52.1358064010515,,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2020,1402617695,34.1286726088333,1907.04251637669,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2021,1414203896,34.4425517181304,2239.61384367482,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2022,1425423212,34.7555673994206,2279.98145719369,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2023,1438069596,35.0676918424186,2434.44826340989,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2024,1450935791,35.3788972368389,2591.9916607122,World Bank,2026-07-10T05:20:25.914609+00:00
IND,India,2025,1463865525,35.689155772396,2702.47987141553,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2020,5039747,63.4713366724915,86514.0706108754,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2021,5110585,63.6774229356985,103783.446284479,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2022,5212836,63.8920250215059,105190.685952731,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2023,5311538,64.1152082461268,106818.917130804,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2024,5395790,64.3470379255585,112894.953240805,World Bank,2026-07-10T05:20:25.914609+00:00
IRL,Ireland,2025,5484367,64.5875793756168,131592.462547877,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2020,87723443,75.5986404418945,3202.50003502169,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2021,88455488,75.9926376342773,4605.14881318992,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2022,89524246,76.3342208862305,4721.20437099984,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2023,90608707,76.6759567260742,5049.29931642754,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2024,91567738,77.0201263427734,5190.16959024821,World Bank,2026-07-10T05:20:25.914609+00:00
IRN,"Iran, Islamic Rep.",2025,92417681,77.3761530941751,3924.38017821898,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2020,42116605,69.8683166503906,4295.18945121228,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2021,43071211,69.8682708740234,4868.49431080783,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2022,44070551,69.8682861328125,6520.73154560584,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2023,45074049,69.868278503418,5965.31835077761,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2024,46042015,69.8861494108913,6073.61032342708,World Bank,2026-07-10T05:20:25.914609+00:00
IRQ,Iraq,2025,47020774,69.9396739468105,5409.67899716967,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2020,366463,94.1367102874722,60127.9393575616,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2021,372520,94.2108206403841,70425.4064277273,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2022,382003,94.1787071228028,76376.9599334915,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2023,385663,94.1518261784801,82201.2908518078,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2024,386506,94.1819039916522,85863.1479330343,World Bank,2026-07-10T05:20:25.914609+00:00
ISL,Iceland,2025,392404,94.2179320191117,98323.4849517418,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2020,9215100,91.5788453228939,44590.8237253282,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2021,9371400,91.5353517549466,52258.4693499398,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2022,9557500,91.4979834273327,54947.2091250715,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2023,9849000,91.5089569794505,52126.4489280033,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2024,10002200,91.536188843818,54216.5218142787,World Bank,2026-07-10T05:20:25.914609+00:00
ISR,Israel,2025,10122800,91.5783060866328,60336.8477964194,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2020,59438851,69.5187492370606,32091.4866621366,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2021,59133173,69.4812507629394,36852.5425414951,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2022,59013667,69.4839779766539,35653.9042103495,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2023,58984216,69.5381540123301,39279.699782164,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2024,58952704,69.6047535143071,40429.6224047352,World Bank,2026-07-10T05:20:25.914609+00:00
ITA,Italy,2025,58915656,69.680861801678,43308.6403060733,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2020,2830739,57.1103647563627,5299.04530804283,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2021,2837682,57.5411017937226,5625.67806271236,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2022,2839144,57.9879906034775,6626.47502388538,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2023,2839786,58.4510149367429,7542.39855849054,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2024,2839175,58.9301585439922,7753.8119527678,World Bank,2026-07-10T05:20:25.914609+00:00
JAM,Jamaica,2025,2837077,59.4254051751628,8002.92104076242,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2020,10865228,91.8216722992319,4411.48321838396,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2021,11066356,92.117972910453,4581.71967230365,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2022,11256263,92.4048379066163,4754.41362207378,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2023,11439213,92.682236868336,4906.23543006639,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2024,11552876,92.9501393764286,5073.92103605892,World Bank,2026-07-10T05:20:25.914609+00:00
JOR,Jordan,2025,11520684,93.2085150119551,5347.77731384797,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2020,126261000,91.7809926267889,41098.9739004553,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2021,125681593,91.8741049279527,41580.739040705,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2022,125124989,91.9776532428406,35548.2645222433,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2023,124516650,92.0826903891473,35215.003535366,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2024,123975371,92.1901718034531,33797.1014287876,World Bank,2026-07-10T05:20:25.914609+00:00
JPN,Japan,2025,123366734,92.3001449420786,35951.0449549304,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2020,19482117,59.9871193541692,8781.50797787648,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2021,19743603,61.030254280267,9983.60103576902,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2022,20034609,61.444157327248,11255.3396437881,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2023,20330104,61.7560919499181,12879.4275257974,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2024,20592571,62.072531584162,14154.6324958076,World Bank,2026-07-10T05:20:25.914609+00:00
KAZ,Kazakhstan,2025,20843754,62.3855569507987,14692.1331757237,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2020,52217334,31.2063494632616,1927.66459027849,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2021,53219166,31.2879334021971,2061.35622089594,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2022,54252461,31.4307820066946,2109.56288513137,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2023,55339003,31.6330340816429,1942.58802756191,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2024,56432944,31.8937831721599,2133.46193404026,World Bank,2026-07-10T05:20:25.914609+00:00
KEN,Kenya,2025,57532493,32.2121192871745,2362.86091198611,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2020,6726596,34.8174315392111,1229.51766602907,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2021,6851224,34.7521210171204,1349.99730650542,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2022,6975220,34.7003053497743,1739.72018344174,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2023,7099750,34.706439175362,2138.22210211478,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2024,7221868,34.7219977865937,2514.81066933171,World Bank,2026-07-10T05:20:25.914609+00:00
KGZ,Kyrgyz Republic,2025,7343064,34.7463537261057,3080.96893823359,World Bank,2026-07-10T05:20:25.914609+00:00
