date,location,location_code,representative_city,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,source,source_timezone,downloaded_at
2025-01-01,South Korea,KOR,Seoul,37.5665,126.9780,0.7,6.8,-3.4,0.0,65,13.9,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-02,South Korea,KOR,Seoul,37.5665,126.9780,-1.1,4.2,-4.1,0.0,52,10.7,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-03,South Korea,KOR,Seoul,37.5665,126.9780,-2.6,1.1,-5.5,0.0,50,13.6,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-04,South Korea,KOR,Seoul,37.5665,126.9780,-1.9,2.8,-5.4,0.0,55,8.6,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-05,South Korea,KOR,Seoul,37.5665,126.9780,0.5,3.1,-1.7,7.1,82,11.6,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-06,South Korea,KOR,Seoul,37.5665,126.9780,-1.6,1.3,-5.2,3.1,82,15.9,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-07,South Korea,KOR,Seoul,37.5665,126.9780,-4.6,-0.1,-10.0,0.0,53,17.7,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-08,South Korea,KOR,Seoul,37.5665,126.9780,-4.2,0.1,-6.8,0.0,53,15.8,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-09,South Korea,KOR,Seoul,37.5665,126.9780,-10.6,-7.4,-12.4,0.0,33,22.3,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-10,South Korea,KOR,Seoul,37.5665,126.9780,-8.7,-3.7,-12.4,0.0,43,9.3,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-11,South Korea,KOR,Seoul,37.5665,126.9780,-6.3,-2.4,-10.1,0.0,54,6.6,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-12,South Korea,KOR,Seoul,37.5665,126.9780,-3.8,1.1,-7.6,0.0,56,7.7,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-13,South Korea,KOR,Seoul,37.5665,126.9780,-1.2,4.0,-5.0,0.7,70,14.0,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-14,South Korea,KOR,Seoul,37.5665,126.9780,0.9,5.3,-2.4,0.5,74,13.5,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-15,South Korea,KOR,Seoul,37.5665,126.9780,-4.3,-2.5,-6.1,0.0,39,15.5,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
2025-01-16,South Korea,KOR,Seoul,37.5665,126.9780,-1.6,2.3,-5.1,0.1,64,15.6,Open-Meteo archive API,Asia/Seoul,2026-07-11T03:35:55.063676+00:00
