date,location,location_code,representative_city,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,source,source_timezone,downloaded_at
2020-01-22,Italy,ITA,Rome,41.9028,12.4964,7.5,14.3,2.8,0.0,83,8.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-23,Italy,ITA,Rome,41.9028,12.4964,7.3,13.8,2.7,0.0,84,9.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-24,Italy,ITA,Rome,41.9028,12.4964,8.3,14.1,2.9,0.5,87,17.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-25,Italy,ITA,Rome,41.9028,12.4964,11.5,14.7,8.0,8.7,85,18.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-26,Italy,ITA,Rome,41.9028,12.4964,9.4,14.3,6.1,1.5,86,8.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-27,Italy,ITA,Rome,41.9028,12.4964,8.4,13.9,3.3,0.5,90,10.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-28,Italy,ITA,Rome,41.9028,12.4964,11.9,14.0,10.0,2.1,86,18.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-29,Italy,ITA,Rome,41.9028,12.4964,11.2,15.3,8.3,2.7,84,13.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-30,Italy,ITA,Rome,41.9028,12.4964,8.9,15.1,3.9,0.0,83,12.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-01-31,Italy,ITA,Rome,41.9028,12.4964,11.9,13.7,10.6,0.1,83,12.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-01,Italy,ITA,Rome,41.9028,12.4964,11.9,15.4,9.1,0.7,88,13.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-02,Italy,ITA,Rome,41.9028,12.4964,13.0,15.6,10.8,1.1,89,12.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-03,Italy,ITA,Rome,41.9028,12.4964,13.9,18.6,10.7,0.0,84,11.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-04,Italy,ITA,Rome,41.9028,12.4964,13.3,17.6,7.9,1.4,81,34.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-05,Italy,ITA,Rome,41.9028,12.4964,7.9,12.3,4.6,0.4,52,34.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-06,Italy,ITA,Rome,41.9028,12.4964,6.9,12.2,2.4,0.0,44,30.9,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-07,Italy,ITA,Rome,41.9028,12.4964,5.1,12.9,-0.4,0.0,61,9.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-08,Italy,ITA,Rome,41.9028,12.4964,6.3,13.9,1.3,0.0,68,9.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-09,Italy,ITA,Rome,41.9028,12.4964,8.3,14.2,2.9,0.0,81,14.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-10,Italy,ITA,Rome,41.9028,12.4964,12.0,14.6,9.8,0.5,86,20.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-11,Italy,ITA,Rome,41.9028,12.4964,13.8,18.0,11.0,0.0,85,16.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-12,Italy,ITA,Rome,41.9028,12.4964,11.2,17.2,7.3,0.0,81,13.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-13,Italy,ITA,Rome,41.9028,12.4964,10.1,15.5,5.5,0.0,83,20.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-14,Italy,ITA,Rome,41.9028,12.4964,12.2,17.2,7.3,8.7,75,21.7,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-15,Italy,ITA,Rome,41.9028,12.4964,9.2,16.6,3.3,0.0,71,9.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-16,Italy,ITA,Rome,41.9028,12.4964,9.5,16.2,3.7,0.0,80,9.7,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-17,Italy,ITA,Rome,41.9028,12.4964,9.2,15.7,4.3,0.0,85,10.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-18,Italy,ITA,Rome,41.9028,12.4964,10.4,15.7,4.8,0.0,88,9.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-19,Italy,ITA,Rome,41.9028,12.4964,10.1,14.0,6.1,2.8,89,15.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-20,Italy,ITA,Rome,41.9028,12.4964,9.5,15.9,5.1,0.0,73,14.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-21,Italy,ITA,Rome,41.9028,12.4964,8.2,15.7,1.9,0.0,76,9.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-22,Italy,ITA,Rome,41.9028,12.4964,9.3,15.7,3.9,0.0,78,12.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-23,Italy,ITA,Rome,41.9028,12.4964,9.9,16.0,5.1,0.0,85,13.1,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-24,Italy,ITA,Rome,41.9028,12.4964,12.0,16.9,8.6,0.0,85,12.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-25,Italy,ITA,Rome,41.9028,12.4964,12.8,16.6,10.6,0.0,80,20.3,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-26,Italy,ITA,Rome,41.9028,12.4964,12.2,16.1,8.0,1.9,70,38.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-27,Italy,ITA,Rome,41.9028,12.4964,8.8,13.1,2.6,0.5,59,20.3,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-28,Italy,ITA,Rome,41.9028,12.4964,12.3,16.3,5.3,2.1,64,24.1,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-02-29,Italy,ITA,Rome,41.9028,12.4964,9.7,15.1,4.0,0.0,66,20.7,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-01,Italy,ITA,Rome,41.9028,12.4964,13.1,16.7,10.9,9.7,81,33.7,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-02,Italy,ITA,Rome,41.9028,12.4964,13.2,16.2,10.9,15.1,86,37.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-03,Italy,ITA,Rome,41.9028,12.4964,11.0,13.5,7.0,5.8,74,32.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-04,Italy,ITA,Rome,41.9028,12.4964,8.9,14.7,3.4,0.3,77,12.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-05,Italy,ITA,Rome,41.9028,12.4964,8.8,15.2,3.7,0.0,74,23.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-06,Italy,ITA,Rome,41.9028,12.4964,12.5,15.6,9.4,11.7,79,32.4,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-07,Italy,ITA,Rome,41.9028,12.4964,9.8,14.0,5.6,2.8,81,11.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-08,Italy,ITA,Rome,41.9028,12.4964,9.7,15.6,5.4,0.0,66,19.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-09,Italy,ITA,Rome,41.9028,12.4964,8.7,14.2,3.3,0.1,69,9.7,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-10,Italy,ITA,Rome,41.9028,12.4964,9.8,16.3,3.5,0.0,73,12.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-11,Italy,ITA,Rome,41.9028,12.4964,10.7,18.0,5.9,0.0,76,12.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-12,Italy,ITA,Rome,41.9028,12.4964,12.1,17.5,7.2,0.0,84,13.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-13,Italy,ITA,Rome,41.9028,12.4964,12.7,17.5,9.5,0.0,87,10.3,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-14,Italy,ITA,Rome,41.9028,12.4964,13.0,15.9,10.6,0.4,88,9.8,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-15,Italy,ITA,Rome,41.9028,12.4964,12.4,18.4,8.0,0.0,76,17.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-16,Italy,ITA,Rome,41.9028,12.4964,11.3,17.9,6.1,0.0,66,13.2,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-17,Italy,ITA,Rome,41.9028,12.4964,11.4,18.0,5.5,0.0,76,15.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-18,Italy,ITA,Rome,41.9028,12.4964,11.9,19.1,6.9,0.0,78,12.6,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-19,Italy,ITA,Rome,41.9028,12.4964,12.3,19.8,6.7,0.0,74,13.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-20,Italy,ITA,Rome,41.9028,12.4964,12.3,18.6,7.1,0.0,70,13.5,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-21,Italy,ITA,Rome,41.9028,12.4964,12.0,18.6,6.6,0.0,70,12.9,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-22,Italy,ITA,Rome,41.9028,12.4964,13.1,19.4,8.2,0.2,73,15.3,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
2020-03-23,Italy,ITA,Rome,41.9028,12.4964,9.3,14.4,3.7,0.0,51,29.0,Open-Meteo archive API,Europe/Rome,2026-07-11T00:59:19.145561+00:00
