Week Ending Date,Geographic aggregation,Total Patients Hospitalized with COVID-19,Total Patients Hospitalized with Influenza,Total Patients Hospitalized with RSV,Total COVID-19 Admissions,Total Influenza Admissions,Total RSV Admissions,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by COVID-19 Patients,Percent Inpatient Beds Occupied by Influenza Patients,Percent Inpatient Beds Occupied by RSV Patients,Number Hospitals Reporting COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting RSV Admissions,date,value,hospitalized_patients,is_negative_case_correction,location_code,location,disease,frequency,period_days,metric,metric_label,new_cases_clean,published_smoothed,total_cases,total_deaths,new_deaths,is_negative_death_correction,source_population,source_density_per_km2,source_gdp_per_capita,source,quality_flag,year
2024-01-06,USA,30332.0,14625.0,197.0,37779.0,19550.0,281.0,77.0,4.0,2.0,0.0,5457.0,5457.0,411.0,2024-01-06,281.0,197.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,281.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-01-13,USA,28702.0,12597.0,192.0,33734.0,15909.0,238.0,79.0,4.0,2.0,0.0,5458.0,5458.0,391.0,2024-01-13,238.0,192.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,238.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-01-20,USA,25652.0,10715.0,160.0,28270.0,13305.0,264.0,78.0,4.0,2.0,0.0,5457.0,5457.0,395.0,2024-01-20,264.0,160.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,264.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-01-27,USA,22408.0,9662.0,157.0,25254.0,13027.0,260.0,78.0,3.0,1.0,0.0,5455.0,5455.0,395.0,2024-01-27,260.0,157.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,260.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-02-03,USA,20104.0,8695.0,140.0,23070.0,11967.0,169.0,78.0,3.0,1.0,0.0,5452.0,5452.0,381.0,2024-02-03,169.0,140.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,169.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-02-10,USA,18313.0,7915.0,118.0,22341.0,11635.0,174.0,77.0,3.0,1.0,0.0,5444.0,5444.0,390.0,2024-02-10,174.0,118.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,174.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-02-17,USA,17119.0,7828.0,96.0,21358.0,11127.0,130.0,77.0,2.0,1.0,0.0,5445.0,5445.0,374.0,2024-02-17,130.0,96.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,130.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-02-24,USA,16076.0,7637.0,92.0,19540.0,10873.0,118.0,77.0,2.0,1.0,0.0,5444.0,5444.0,389.0,2024-02-24,118.0,92.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,118.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-03-02,USA,14543.0,7664.0,132.0,17167.0,10815.0,109.0,77.0,2.0,1.0,0.0,5444.0,5444.0,467.0,2024-03-02,109.0,132.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,109.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-03-09,USA,12626.0,7113.0,123.0,14900.0,9417.0,101.0,77.0,2.0,1.0,0.0,5441.0,5441.0,471.0,2024-03-09,101.0,123.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,101.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-03-16,USA,10478.0,5965.0,85.0,12001.0,7327.0,102.0,76.0,2.0,1.0,0.0,5439.0,5439.0,469.0,2024-03-16,102.0,85.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,102.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-03-23,USA,8807.0,4871.0,73.0,10386.0,6049.0,84.0,76.0,1.0,1.0,0.0,5431.0,5431.0,469.0,2024-03-23,84.0,73.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,84.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-03-30,USA,7598.0,4452.0,67.0,8946.0,5576.0,61.0,75.0,1.0,1.0,0.0,5427.0,5427.0,485.0,2024-03-30,61.0,67.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,61.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-04-06,USA,6786.0,4084.0,50.0,8209.0,5073.0,48.0,75.0,1.0,1.0,0.0,5427.0,5427.0,492.0,2024-04-06,48.0,50.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,48.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-04-13,USA,6155.0,3464.0,44.0,7287.0,4073.0,40.0,75.0,1.0,0.0,0.0,5420.0,5419.0,500.0,2024-04-13,40.0,44.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,40.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-04-20,USA,5401.0,2855.0,44.0,6414.0,2944.0,31.0,76.0,1.0,0.0,0.0,5415.0,5414.0,511.0,2024-04-20,31.0,44.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,31.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-04-27,USA,4754.0,2297.0,33.0,5803.0,2421.0,21.0,75.0,1.0,0.0,0.0,5400.0,5399.0,494.0,2024-04-27,21.0,33.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,21.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-05-04,USA,4475.0,1824.0,26.0,3842.0,1485.0,12.0,74.0,1.0,0.0,0.0,5256.0,5255.0,504.0,2024-05-04,12.0,26.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,12.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-05-11,USA,2265.0,994.0,17.0,2408.0,852.0,16.0,74.0,1.0,0.0,0.0,2692.0,2685.0,367.0,2024-05-11,16.0,17.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,16.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-05-18,USA,1912.0,650.0,16.0,2231.0,684.0,15.0,74.0,1.0,0.0,0.0,2313.0,2303.0,345.0,2024-05-18,15.0,16.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,15.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-05-25,USA,1855.0,572.0,10.0,2291.0,611.0,9.0,74.0,1.0,0.0,0.0,2216.0,2205.0,334.0,2024-05-25,9.0,10.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,9.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-06-01,USA,1940.0,517.0,15.0,2358.0,591.0,12.0,73.0,1.0,0.0,0.0,2163.0,2158.0,332.0,2024-06-01,12.0,15.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,12.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-06-08,USA,1958.0,447.0,9.0,2590.0,511.0,4.0,74.0,1.0,0.0,0.0,2085.0,2067.0,328.0,2024-06-08,4.0,9.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,4.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-06-15,USA,2262.0,407.0,8.0,2943.0,519.0,5.0,74.0,1.0,0.0,0.0,2069.0,2057.0,325.0,2024-06-15,5.0,8.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,5.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-06-22,USA,2534.0,400.0,10.0,3473.0,441.0,10.0,73.0,1.0,0.0,0.0,2022.0,2004.0,302.0,2024-06-22,10.0,10.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,10.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-06-29,USA,3186.0,351.0,8.0,3848.0,356.0,3.0,74.0,1.0,0.0,0.0,2139.0,2131.0,301.0,2024-06-29,3.0,8.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,3.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-07-06,USA,3645.0,290.0,7.0,5042.0,342.0,4.0,72.0,1.0,0.0,0.0,2129.0,2121.0,307.0,2024-07-06,4.0,7.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,4.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-07-13,USA,4362.0,301.0,6.0,5669.0,367.0,5.0,74.0,2.0,0.0,0.0,2135.0,2125.0,318.0,2024-07-13,5.0,6.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,5.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-07-20,USA,4934.0,282.0,5.0,6261.0,325.0,3.0,74.0,2.0,0.0,0.0,2114.0,2105.0,318.0,2024-07-20,3.0,5.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,3.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-07-27,USA,5358.0,266.0,5.0,7047.0,273.0,2.0,74.0,2.0,0.0,0.0,1970.0,1961.0,316.0,2024-07-27,2.0,5.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,2.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-08-03,USA,5717.0,235.0,7.0,7417.0,276.0,0.0,74.0,2.0,0.0,0.0,1969.0,1963.0,324.0,2024-08-03,0.0,7.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,0.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-08-10,USA,6094.0,232.0,6.0,7767.0,275.0,8.0,74.0,2.0,0.0,0.0,1966.0,1959.0,322.0,2024-08-10,8.0,6.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,8.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-08-17,USA,6422.0,238.0,3.0,7978.0,275.0,1.0,74.0,2.0,0.0,0.0,1954.0,1947.0,323.0,2024-08-17,1.0,3.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,1.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-08-24,USA,6418.0,216.0,4.0,8008.0,274.0,2.0,74.0,2.0,0.0,0.0,1949.0,1939.0,330.0,2024-08-24,2.0,4.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,2.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-08-31,USA,6153.0,189.0,12.0,7757.0,262.0,12.0,74.0,2.0,0.0,0.0,1933.0,1927.0,328.0,2024-08-31,12.0,12.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,12.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-09-07,USA,6015.0,192.0,7.0,7327.0,223.0,3.0,74.0,2.0,0.0,0.0,1932.0,1924.0,328.0,2024-09-07,3.0,7.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,3.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-09-14,USA,5768.0,218.0,7.0,6894.0,319.0,9.0,75.0,2.0,0.0,0.0,1923.0,1913.0,336.0,2024-09-14,9.0,7.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,9.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-09-21,USA,5358.0,218.0,5.0,6184.0,293.0,5.0,76.0,2.0,0.0,0.0,1886.0,1876.0,324.0,2024-09-21,5.0,5.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,5.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-09-28,USA,4792.0,207.0,5.0,5339.0,223.0,1.0,76.0,2.0,0.0,0.0,1882.0,1873.0,366.0,2024-09-28,1.0,5.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,1.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-10-05,USA,3934.0,212.0,9.0,4197.0,287.0,6.0,75.0,1.0,0.0,0.0,1817.0,1810.0,396.0,2024-10-05,6.0,9.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,6.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-10-12,USA,1182.0,182.0,124.0,1841.0,261.0,153.0,70.0,1.0,0.0,0.0,920.0,920.0,920.0,2024-10-12,153.0,124.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,153.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-10-19,USA,2308.0,516.0,268.0,2056.0,548.0,293.0,70.0,1.0,0.0,0.0,1841.0,1841.0,1841.0,2024-10-19,293.0,268.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,293.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-10-26,USA,3093.0,1022.0,401.0,2924.0,1070.0,460.0,70.0,1.0,0.0,0.0,2368.0,2368.0,2368.0,2024-10-26,460.0,401.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,460.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-11-02,USA,4425.0,1036.0,605.0,4606.0,1473.0,948.0,70.0,1.0,0.0,0.0,3545.0,3545.0,3545.0,2024-11-02,948.0,605.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,948.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-11-09,USA,6217.0,1482.0,1242.0,7631.0,2516.0,2515.0,73.0,1.0,0.0,0.0,4997.0,4997.0,4997.0,2024-11-09,2515.0,1242.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,2515.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
2024-11-16,USA,5537.0,1618.0,1775.0,7466.0,2892.0,3187.0,73.0,1.0,0.0,0.0,4863.0,4863.0,4863.0,2024-11-16,3187.0,1775.0,False,USA,United States,RSV,weekly,7,hospital_admissions,每周新增住院入院人数,3187.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2024
