location_code,location,year,population,population_is_interpolated,urban_population_ratio,gdp_per_capita,density_per_km2,growth_rate,source
IND,India,2007,1186319636.5,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2008,1204417631.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2009,1222515625.5,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2010,1240613620.0,False,,,431.0675,1.0068,Kaggle World Population
IND,India,2011,1257064197.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2012,1273514774.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2013,1289965351.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2014,1306415928.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2015,1322866505.0,False,,,431.0675,1.0068,Kaggle World Population
IND,India,2016,1338816743.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2017,1354766981.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2018,1370717219.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2019,1386667457.0,True,,,431.0675,1.0068,Interpolated between Kaggle/World Bank population years
IND,India,2020,1402617695.0,False,34.1286726088333,1907.04251637669,431.0675,1.0068,World Bank
IND,India,2021,1414203896.0,False,34.4425517181304,2239.61384367482,431.0675,1.0068,World Bank
IND,India,2022,1425423212.0,False,34.7555673994206,2279.98145719369,431.0675,1.0068,World Bank
IND,India,2023,1438069596.0,False,35.0676918424186,2434.44826340989,431.0675,1.0068,World Bank
IND,India,2024,1450935791.0,False,35.3788972368389,2591.9916607122,431.0675,1.0068,World Bank
IND,India,2025,1463865525.0,False,35.689155772396,2702.47987141553,431.0675,1.0068,World Bank
JPN,Japan,1970,105416839.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,1971,106637574.7,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1972,107858310.4,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1973,109079046.1,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1974,110299781.8,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1975,111520517.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1976,112741253.2,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1977,113961988.9,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1978,115182724.6,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1979,116403460.3,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1980,117624196.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,1981,118230408.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1982,118836621.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1983,119442833.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1984,120049046.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1985,120655258.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1986,121261471.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1987,121867683.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1988,122473896.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1989,123080108.5,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1990,123686321.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,1991,123998075.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1992,124309829.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1993,124621583.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1994,124933337.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1995,125245091.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1996,125556845.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1997,125868599.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1998,126180353.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,1999,126492107.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2000,126803861.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,2001,126934018.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2002,127064175.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2003,127194332.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2004,127324489.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2005,127454646.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2006,127584803.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2007,127714960.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2008,127845117.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2009,127975274.0,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2010,128105431.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,2011,127934531.4,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2012,127763631.8,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2013,127592732.2,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2014,127421832.6,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2015,127250933.0,False,,,327.9753,0.9947,Kaggle World Population
JPN,Japan,2016,127052946.4,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2017,126854959.8,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2018,126656973.2,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2019,126458986.6,True,,,327.9753,0.9947,Interpolated between Kaggle/World Bank population years
JPN,Japan,2020,126261000.0,False,91.7809926267889,41098.9739004553,327.9753,0.9947,World Bank
JPN,Japan,2021,125681593.0,False,91.8741049279527,41580.739040705,327.9753,0.9947,World Bank
JPN,Japan,2022,125124989.0,False,91.9776532428406,35548.2645222433,327.9753,0.9947,World Bank
JPN,Japan,2023,124516650.0,False,92.0826903891473,35215.003535366,327.9753,0.9947,World Bank
JPN,Japan,2024,123975371.0,False,92.1901718034531,33797.1014287876,327.9753,0.9947,World Bank
JPN,Japan,2025,123366734.0,False,92.3001449420786,35951.0449549304,327.9753,0.9947,World Bank
KOR,South Korea,1970,32601143.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,1971,33158078.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1972,33715014.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1973,34271950.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1974,34828886.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1975,35385822.0,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1976,35942757.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1977,36499693.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1978,37056629.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1979,37613565.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1980,38170501.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,1981,38765454.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1982,39360408.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1983,39955362.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1984,40550316.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1985,41145270.0,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1986,41740223.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1987,42335177.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1988,42930131.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1989,43525085.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1990,44120039.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,1991,44386894.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1992,44653749.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1993,44920604.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1994,45187459.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1995,45454315.0,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1996,45721170.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1997,45988025.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1998,46254880.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,1999,46521735.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2000,46788591.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,2001,46991036.1,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2002,47193481.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2003,47395926.3,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2004,47598371.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2005,47800816.5,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2006,48003261.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2007,48205706.7,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2008,48408151.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2009,48610596.9,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2010,48813042.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,2011,49249313.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2012,49685585.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2013,50121857.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2014,50558129.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2015,50994401.0,False,,,517.0722,0.9997,Kaggle World Population
KOR,South Korea,2016,51162768.6,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2017,51331136.2,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2018,51499503.8,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,South Korea,2019,51667871.4,True,,,517.0722,0.9997,Interpolated between Kaggle/World Bank population years
KOR,"Korea, Rep.",2020,51836239.0,False,81.1759595622913,33645.7719545073,517.0722,0.9997,World Bank
KOR,"Korea, Rep.",2021,51769539.0,False,81.1616526507785,37518.4635305697,517.0722,0.9997,World Bank
KOR,"Korea, Rep.",2022,51672569.0,False,81.1624941626873,34822.4048404971,517.0722,0.9997,World Bank
KOR,"Korea, Rep.",2023,51712619.0,False,81.1645551720421,35674.095995632,517.0722,0.9997,World Bank
KOR,"Korea, Rep.",2024,51751065.0,False,81.1682528469686,36238.639908315,517.0722,0.9997,World Bank
KOR,"Korea, Rep.",2025,51684564.0,False,81.1740263306674,36226.9663637512,517.0722,0.9997,World Bank
USA,United States,1970,200328340.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,1971,202609507.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1972,204890675.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1973,207171843.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1974,209453011.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1975,211734179.0,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1976,214015346.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1977,216296514.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1978,218577682.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1979,220858850.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1980,223140018.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,1981,225634389.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1982,228128760.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1983,230623132.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1984,233117503.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1985,235611875.0,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1986,238106246.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1987,240600617.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1988,243094989.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1989,245589360.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1990,248083732.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,1991,251515214.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1992,254946696.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1993,258378178.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1994,261809660.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1995,265241143.0,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1996,268672625.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1997,272104107.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1998,275535589.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,1999,278967071.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2000,282398554.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,2001,285276983.1,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2002,288155412.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2003,291033841.3,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2004,293912270.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2005,296790699.5,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2006,299669128.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2007,302547557.7,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2008,305425986.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2009,308304415.9,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2010,311182845.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,2011,313867831.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2012,316552817.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2013,319237803.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2014,321922789.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2015,324607776.0,False,,,36.0935,1.0038,Kaggle World Population
USA,United States,2016,326001841.6,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2017,327395907.2,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2018,328789972.8,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2019,330184038.4,True,,,36.0935,1.0038,Interpolated between Kaggle/World Bank population years
USA,United States,2020,331578104.0,False,79.997451762548,64465.2971415748,36.0935,1.0038,World Bank
USA,United States,2021,332100166.0,False,80.0074765140272,71441.2319805947,36.0935,1.0038,World Bank
USA,United States,2022,333996304.0,False,80.0324978239707,78008.6895811877,36.0935,1.0038,World Bank
USA,United States,2023,336755052.0,False,80.071561119178,82586.7847707894,36.0935,1.0038,World Bank
USA,United States,2024,340003797.0,False,80.1247798047184,86169.6641581917,36.0935,1.0038,World Bank
USA,United States,2025,341784857.0,False,80.1921733027869,90026.5163005744,36.0935,1.0038,World Bank
