date,location,location_code,representative_city,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,source,source_timezone,downloaded_at
2025-01-01,United States,USA,Washington DC,38.9072,-77.0369,6.6,8.6,4.0,0.0,67,31.6,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-02,United States,USA,Washington DC,38.9072,-77.0369,1.6,4.1,-0.9,0.0,56,26.1,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-03,United States,USA,Washington DC,38.9072,-77.0369,0.7,6.1,-2.2,1.0,66,23.4,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-04,United States,USA,Washington DC,38.9072,-77.0369,-2.9,-1.9,-4.3,0.0,54,26.9,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-05,United States,USA,Washington DC,38.9072,-77.0369,-2.7,0.5,-5.6,0.0,43,16.9,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-06,United States,USA,Washington DC,38.9072,-77.0369,-2.9,-1.2,-3.9,21.6,86,19.7,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-07,United States,USA,Washington DC,38.9072,-77.0369,-4.0,-1.4,-7.6,0.1,75,27.1,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-08,United States,USA,Washington DC,38.9072,-77.0369,-4.4,-2.7,-6.3,0.0,71,26.4,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-09,United States,USA,Washington DC,38.9072,-77.0369,-6.0,-3.7,-8.2,0.0,65,27.5,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-10,United States,USA,Washington DC,38.9072,-77.0369,-4.6,-1.5,-7.9,0.0,64,26.2,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-11,United States,USA,Washington DC,38.9072,-77.0369,-2.5,-0.7,-4.4,3.8,82,21.5,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-12,United States,USA,Washington DC,38.9072,-77.0369,-2.4,1.5,-5.2,0.0,76,18.1,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-13,United States,USA,Washington DC,38.9072,-77.0369,-1.3,4.9,-6.8,0.0,75,11.3,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-14,United States,USA,Washington DC,38.9072,-77.0369,-3.2,-0.2,-6.9,0.1,56,18.0,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-15,United States,USA,Washington DC,38.9072,-77.0369,-5.7,-2.8,-8.5,0.0,63,19.9,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
2025-01-16,United States,USA,Washington DC,38.9072,-77.0369,-5.5,-0.3,-11.7,0.5,73,10.7,Open-Meteo archive API,America/New_York,2026-07-11T03:34:54.450798+00:00
