date,location,location_code,representative_city,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,source,source_timezone,downloaded_at
2024-01-17,Brazil,BRA,Brasilia,-15.7939,-47.8828,24.8,29.4,20.5,0.0,62,11.5,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-18,Brazil,BRA,Brasilia,-15.7939,-47.8828,24.7,28.2,21.0,0.5,65,9.3,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-19,Brazil,BRA,Brasilia,-15.7939,-47.8828,24.6,28.8,19.4,0.3,67,7.6,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-20,Brazil,BRA,Brasilia,-15.7939,-47.8828,23.9,29.9,18.4,0.0,70,12.4,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-21,Brazil,BRA,Brasilia,-15.7939,-47.8828,23.7,29.8,19.6,0.8,72,14.8,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-22,Brazil,BRA,Brasilia,-15.7939,-47.8828,23.4,28.4,19.7,3.3,77,11.9,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-23,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.5,26.5,19.3,4.6,82,14.6,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-24,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.1,24.6,20.1,21.4,86,16.6,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-25,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.2,27.0,19.9,2.7,84,13.4,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-26,Brazil,BRA,Brasilia,-15.7939,-47.8828,21.6,24.9,19.3,15.9,85,7.6,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-27,Brazil,BRA,Brasilia,-15.7939,-47.8828,21.8,26.4,18.8,10.5,79,9.4,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-28,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.0,25.8,19.8,1.2,83,15.9,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-29,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.6,26.2,19.5,0.5,78,12.1,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-30,Brazil,BRA,Brasilia,-15.7939,-47.8828,22.1,26.8,18.2,2.2,81,7.0,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
2024-01-31,Brazil,BRA,Brasilia,-15.7939,-47.8828,21.9,25.4,19.5,11.1,83,8.4,Open-Meteo archive API,America/Sao_Paulo,2026-07-11T03:35:37.026645+00:00
